Дата,Золото,Недвижимость,Глобальный фонд облигаций,Новые технологии,Глобальный нефтяной сектор
2014-10-26,1231.0,251.7,178.6,192.7,1257.4
2014-10-27,1226.6,252.4,178.5,192.6,1244.2
2014-10-28,1228.5,253.8,178.7,194.1,1259.1
2014-10-29,1212.2,254.4,179.1,193.3,1267.7
2014-10-30,1198.9,255.6,179.5,194.2,1258.8
2014-10-31,1172.9,263.4,180.6,196.1,1268.1
2014-11-01,1172.9,263.4,180.6,196.1,1268.1
2014-11-02,1172.9,263.4,180.6,196.1,1268.1
2014-11-03,1165.6,264.5,180.7,196.5,1255.9
2014-11-04,1168.4,264.7,180.6,196.5,1235.4
2014-11-05,1140.5,264.0,180.6,196.1,1244.4
2014-11-06,1141.9,261.7,180.8,196.7,1247.3
2014-11-07,1178.0,260.5,180.7,196.3,1252.0
2014-11-08,1178.0,260.5,180.7,196.3,1252.0
2014-11-09,1178.0,260.5,180.7,196.3,1252.0
2014-11-10,1151.5,261.6,181.0,197.2,1253.6
2014-11-11,1164.3,262.8,181.2,197.1,1249.5
2014-11-12,1162.6,262.3,181.0,197.3,1246.2
2014-11-13,1162.6,262.6,181.0,196.9,1241.8
2014-11-14,1188.8,262.9,181.1,198.6,1245.8
2014-11-15,1188.8,262.9,181.1,198.6,1245.8
2014-11-16,1188.8,262.9,181.1,198.6,1245.8
2014-11-17,1186.6,262.1,180.8,198.5,1248.0
2014-11-18,1197.1,262.3,180.7,198.8,1252.0
2014-11-19,1182.7,261.9,180.5,197.7,1251.8
2014-11-20,1193.8,260.5,180.2,197.8,1262.7
2014-11-21,1201.6,263.1,181.5,198.5,1283.1
2014-11-22,1201.6,263.1,181.5,198.5,1283.1
2014-11-23,1201.6,263.1,181.5,198.5,1283.1
2014-11-24,1197.1,263.4,182.0,199.5,1284.5
2014-11-25,1201.0,263.1,181.9,199.8,1272.9
2014-11-26,1197.9,263.5,182.0,200.9,1267.1
2014-11-27,1192.7,264.1,182.1,200.9,1267.1
2014-11-28,1167.4,265.0,182.2,201.6,1193.4
2014-11-29,1167.4,265.0,182.2,201.6,1193.4
2014-11-30,1167.4,265.0,182.2,201.6,1193.4
2014-12-01,1212.1,264.7,181.5,199.0,1183.4
2014-12-02,1198.3,265.7,181.6,198.9,1192.7
2014-12-03,1209.4,266.1,181.9,199.7,1194.4
2014-12-04,1205.3,264.4,181.5,199.5,1194.9
2014-12-05,1192.4,264.6,182.1,199.5,1189.3
2014-12-06,1192.4,264.6,182.1,199.5,1189.3
2014-12-07,1192.4,264.6,182.1,199.5,1189.3
2014-12-08,1203.5,264.6,181.9,196.6,1171.2
2014-12-09,1231.1,263.6,180.3,196.7,1168.8
2014-12-10,1226.3,263.8,179.7,194.3,1157.2
2014-12-11,1227.7,263.3,179.0,195.5,1153.6
2014-12-12,1222.6,262.1,178.2,193.4,1142.6
2014-12-13,1222.6,262.1,178.2,193.4,1142.6
2014-12-14,1222.6,262.1,178.2,193.4,1142.6
2014-12-15,1193.2,259.1,177.2,191.4,1134.5
2014-12-16,1197.0,256.1,175.3,190.5,1141.3
2014-12-17,1189.7,258.3,175.4,192.4,1156.0
2014-12-18,1198.6,261.9,177.6,196.4,1164.8
2014-12-19,1195.7,264.1,178.3,197.5,1173.8
2014-12-20,1195.7,264.1,178.3,197.5,1173.8
2014-12-21,1195.7,264.1,178.3,197.5,1173.8
2014-12-22,1176.4,266.6,178.9,198.4,1174.8
2014-12-23,1176.6,267.4,179.3,198.4,1177.3
2014-12-24,1173.8,267.1,179.2,198.4,1175.9
2014-12-25,1173.8,267.1,179.2,198.4,1175.9
2014-12-26,1196.0,267.1,179.2,198.4,1175.9
2014-12-27,1196.0,267.1,179.2,198.4,1175.9
2014-12-28,1196.0,267.1,179.2,198.4,1175.9
2014-12-29,1183.3,267.8,179.4,198.4,1177.5
2014-12-30,1200.6,267.7,179.3,197.5,1170.6
2014-12-31,1184.4,266.6,179.4,197.5,1168.9
2015-01-01,1182.0,266.6,179.4,197.5,1168.9
2015-01-02,1188.4,266.6,179.5,197.5,1168.8
2015-01-03,1188.4,266.6,179.5,197.5,1168.8
2015-01-04,1188.4,266.6,179.5,197.5,1168.8
2015-01-05,1204.9,267.6,179.5,193.2,1142.7
2015-01-06,1218.6,268.5,179.3,193.2,1135.3
2015-01-07,1211.4,272.2,179.5,192.1,1136.2
2015-01-08,1208.8,274.5,179.9,195.1,1148.6
2015-01-09,1223.3,275.0,180.2,194.4,1141.8
2015-01-10,1223.3,275.0,180.2,194.4,1141.8
2015-01-11,1223.3,275.0,180.2,194.4,1141.8
2015-01-12,1233.3,276.4,179.9,193.3,1129.2
2015-01-13,1230.6,277.9,180.4,192.6,1130.1
2015-01-14,1228.7,277.6,179.9,191.4,1124.0
2015-01-15,1262.8,280.2,180.3,189.4,1127.4
2015-01-16,1280.5,281.9,180.5,190.8,1141.4
2015-01-17,1280.5,281.9,180.5,190.8,1141.4
2015-01-18,1280.5,281.9,180.5,190.8,1141.4
2015-01-19,1275.7,282.0,180.4,190.8,1141.4
2015-01-20,1295.3,282.0,180.7,192.3,1142.1
2015-01-21,1293.1,281.9,180.8,193.6,1154.2
2015-01-22,1302.3,284.4,181.5,195.7,1159.3
2015-01-23,1294.1,288.5,183.2,196.0,1158.7
2015-01-24,1294.1,288.5,183.2,196.0,1158.7
2015-01-25,1294.1,288.5,183.2,196.0,1158.7
2015-01-26,1281.4,288.5,183.2,196.3,1163.1
2015-01-27,1292.3,288.0,182.9,193.6,1165.4
2015-01-28,1284.5,288.9,183.1,191.7,1148.7
2015-01-29,1257.3,287.4,182.7,192.2,1142.7
2015-01-30,1283.8,285.1,182.8,190.3,1145.6
2015-01-31,1283.8,285.1,182.8,190.3,1145.6
2015-02-01,1283.8,285.1,182.8,190.3,1145.6
2015-02-02,1274.4,283.4,182.1,191.7,1163.6
2015-02-03,1260.5,283.9,182.6,193.1,1186.2
2015-02-04,1269.4,285.5,183.0,192.9,1180.1
2015-02-05,1264.8,287.9,182.9,193.4,1187.3
2015-02-06,1234.0,287.1,183.4,192.9,1185.1
2015-02-07,1234.0,287.1,183.4,192.9,1185.1
2015-02-08,1234.0,287.1,183.4,192.9,1185.1
2015-02-09,1239.0,282.1,183.2,192.2,1187.6
2015-02-10,1233.6,282.8,183.1,194.8,1181.8
2015-02-11,1218.8,282.5,183.1,195.3,1173.6
2015-02-12,1222.0,283.5,183.0,197.8,1185.1
2015-02-13,1229.8,284.8,183.4,199.6,1201.6
2015-02-14,1229.8,284.8,183.4,199.6,1201.6
2015-02-15,1229.8,284.8,183.4,199.6,1201.6
2015-02-16,1232.6,284.6,183.4,199.6,1201.6
2015-02-17,1209.9,283.9,183.4,199.6,1201.6
2015-02-18,1212.4,284.8,183.5,199.6,1204.2
2015-02-19,1206.8,283.9,183.6,199.6,1198.4
2015-02-20,1201.9,283.1,183.8,199.6,1196.0
2015-02-21,1201.9,283.1,183.8,199.6,1196.0
2015-02-22,1201.9,283.1,183.8,199.6,1196.0
2015-02-23,1201.8,284.7,184.0,199.6,1194.6
2015-02-24,1200.5,283.8,184.2,201.2,1197.9
2015-02-25,1205.0,283.2,184.3,201.0,1200.4
2015-02-26,1209.5,282.9,184.9,202.1,1195.1
2015-02-27,1213.2,281.9,185.0,202.1,1194.1
2015-02-28,1213.2,281.9,185.0,202.1,1194.1
2015-03-01,1213.2,281.9,185.0,202.1,1194.1
2015-03-02,1206.8,284.0,185.0,202.8,1187.0
2015-03-03,1203.7,284.3,184.9,200.6,1184.5
2015-03-04,1200.3,282.6,184.9,200.0,1181.0
2015-03-05,1198.4,282.4,185.3,201.0,1175.3
2015-03-06,1167.3,279.3,185.8,198.2,1157.6
2015-03-07,1167.3,279.3,185.8,198.2,1157.6
2015-03-08,1167.3,279.3,185.8,198.2,1157.6
2015-03-09,1167.2,275.5,185.2,198.0,1153.5
2015-03-10,1161.8,275.3,185.1,194.5,1120.1
2015-03-11,1155.3,276.4,185.6,194.4,1111.7
2015-03-12,1153.7,279.3,185.8,195.3,1111.6
2015-03-13,1158.5,280.9,186.1,194.5,1095.0
2015-03-14,1158.5,280.9,186.1,194.5,1095.0
2015-03-15,1158.5,280.9,186.1,194.5,1095.0
2015-03-16,1154.8,283.1,186.1,196.5,1100.0
2015-03-17,1149.6,281.7,185.7,196.3,1100.8
2015-03-18,1167.6,284.4,185.7,198.1,1125.5
2015-03-19,1171.2,288.3,186.0,198.2,1128.8
2015-03-20,1182.5,290.3,185.7,199.6,1150.0
2015-03-21,1182.5,290.3,185.7,199.6,1150.0
2015-03-22,1182.5,290.3,185.7,199.6,1150.0
2015-03-23,1189.5,291.5,185.3,199.9,1151.1
2015-03-24,1193.3,291.7,185.4,199.4,1146.2
2015-03-25,1195.5,290.0,185.1,195.7,1154.2
2015-03-26,1204.8,286.6,184.5,195.5,1153.6
2015-03-27,1198.6,287.4,184.5,195.5,1148.7
2015-03-28,1198.6,287.4,184.5,195.5,1148.7
2015-03-29,1198.6,287.4,184.5,195.5,1148.7
2015-03-30,1186.1,288.3,185.2,197.2,1157.1
2015-03-31,1183.6,288.0,185.7,196.1,1150.7
2015-04-01,1204.0,287.4,185.6,195.3,1156.6
2015-04-02,1202.6,288.3,185.4,195.7,1161.5
2015-04-03,1206.9,288.3,185.4,195.7,1161.5
2015-04-04,1206.9,288.3,185.4,195.7,1161.5
2015-04-05,1206.9,288.3,185.4,195.7,1161.5
2015-04-06,1214.8,288.3,185.4,195.7,1161.5
2015-04-07,1209.2,289.7,186.1,197.7,1180.1
2015-04-08,1202.6,290.3,186.5,198.4,1194.0
2015-04-09,1194.8,289.8,187.4,199.1,1205.4
2015-04-10,1207.6,289.3,188.2,199.9,1210.9
2015-04-11,1207.6,289.3,188.2,199.9,1210.9
2015-04-12,1207.6,289.3,188.2,199.9,1210.9
2015-04-13,1198.9,287.9,188.4,199.5,1208.3
2015-04-14,1192.8,287.7,188.0,200.7,1220.1
2015-04-15,1202.6,287.8,188.3,200.6,1240.2
2015-04-16,1198.6,287.2,187.8,201.3,1249.3
2015-04-17,1204.2,285.7,187.0,198.1,1243.9
2015-04-18,1204.2,285.7,187.0,198.1,1243.9
2015-04-19,1204.2,285.7,187.0,198.1,1243.9
2015-04-20,1195.9,285.0,187.0,200.8,1242.7
2015-04-21,1202.4,285.9,187.6,201.7,1236.1
2015-04-22,1187.1,286.8,187.2,203.4,1237.7
2015-04-23,1194.0,286.1,187.0,203.0,1251.6
2015-04-24,1179.0,286.6,187.0,203.9,1251.9
2015-04-25,1179.0,286.6,187.0,203.9,1251.9
2015-04-26,1179.0,286.6,187.0,203.9,1251.9
2015-04-27,1202.2,287.6,187.3,204.6,1270.2
2015-04-28,1212.2,286.3,186.4,203.8,1268.4
2015-04-29,1204.7,283.2,185.2,201.5,1271.2
2015-04-30,1184.4,279.5,184.2,197.6,1268.6
2015-05-01,1178.5,279.5,184.2,197.6,1270.2
2015-05-02,1178.5,279.5,184.2,197.6,1270.2
2015-05-03,1178.5,279.5,184.2,197.6,1270.2
2015-05-04,1188.3,279.5,184.2,197.6,1270.2
2015-05-05,1193.3,277.7,183.9,197.6,1257.6
2015-05-06,1192.2,273.6,182.4,194.9,1258.6
2015-05-07,1184.5,272.7,182.1,196.0,1231.8
2015-05-08,1188.4,278.6,183.3,198.7,1251.9
2015-05-09,1188.4,278.6,183.3,198.7,1251.9
2015-05-10,1188.4,278.6,183.3,198.7,1251.9
2015-05-11,1184.0,278.5,183.8,197.6,1241.2
2015-05-12,1193.9,275.6,182.7,196.6,1243.2
2015-05-13,1215.8,276.4,182.7,198.2,1249.4
2015-05-14,1221.1,276.8,182.6,198.2,1249.7
2015-05-15,1224.8,279.4,183.0,199.8,1248.2
2015-05-16,1224.8,279.4,183.0,199.8,1248.2
2015-05-17,1224.8,279.4,183.0,199.8,1248.2
2015-05-18,1225.5,279.7,183.2,200.4,1241.0
2015-05-19,1207.9,280.9,183.9,199.7,1224.7
2015-05-20,1209.8,281.0,184.0,200.3,1226.4
2015-05-21,1204.9,280.3,184.0,201.2,1237.4
2015-05-22,1206.2,280.4,184.5,200.8,1232.3
2015-05-23,1206.2,280.4,184.5,200.8,1232.3
2015-05-24,1206.2,280.4,184.5,200.8,1232.3
2015-05-25,1206.6,280.3,184.5,200.8,1232.3
2015-05-26,1187.3,279.9,184.6,197.5,1210.6
2015-05-27,1188.1,279.9,184.7,199.7,1211.8
2015-05-28,1188.4,279.1,184.7,200.5,1204.1
2015-05-29,1190.6,277.8,184.2,198.8,1196.4
2015-05-30,1190.6,277.8,184.2,198.8,1196.4
2015-05-31,1190.6,277.8,184.2,198.8,1196.4
2015-06-01,1189.2,277.8,184.1,198.7,1189.3
2015-06-02,1193.0,276.3,183.2,199.4,1205.6
2015-06-03,1185.2,273.6,182.9,200.6,1205.0
2015-06-04,1176.9,272.0,182.3,199.0,1187.4
2015-06-05,1171.9,270.3,182.5,198.4,1183.7
2015-06-06,1171.9,270.3,182.5,198.4,1183.7
2015-06-07,1171.9,270.3,182.5,198.4,1183.7
2015-06-08,1174.1,269.0,181.9,195.6,1180.1
2015-06-09,1176.8,268.4,181.4,194.8,1180.5
2015-06-10,1186.1,269.2,181.1,198.2,1199.8
2015-06-11,1182.0,271.7,181.9,197.9,1196.7
2015-06-12,1181.6,271.1,181.8,196.8,1185.8
2015-06-13,1181.6,271.1,181.8,196.8,1185.8
2015-06-14,1181.6,271.1,181.8,196.8,1185.8
2015-06-15,1186.4,270.2,181.2,194.7,1175.3
2015-06-16,1182.1,270.5,180.9,196.1,1173.9
2015-06-17,1185.6,270.7,180.9,196.6,1179.8
2015-06-18,1201.9,271.4,180.3,198.6,1184.2
2015-06-19,1200.3,272.0,180.9,198.6,1179.2
2015-06-20,1200.3,272.0,180.9,198.6,1179.2
2015-06-21,1200.3,272.0,180.9,198.6,1179.2
2015-06-22,1186.0,272.4,181.4,200.3,1214.0
2015-06-23,1178.6,272.3,181.8,200.9,1213.2
2015-06-24,1175.4,271.6,182.4,198.4,1218.0
2015-06-25,1173.2,270.1,182.2,197.9,1208.9
2015-06-26,1175.5,269.6,182.1,195.2,1202.8
2015-06-27,1175.5,269.6,182.1,195.2,1202.8
2015-06-28,1175.5,269.6,182.1,195.2,1202.8
2015-06-29,1179.8,266.5,181.4,189.7,1178.6
2015-06-30,1172.4,265.5,180.5,189.7,1180.6
2015-07-01,1168.8,268.0,181.3,190.6,1174.6
2015-07-02,1166.3,269.2,181.2,190.3,1178.7
2015-07-03,1169.1,268.9,181.2,190.3,1178.7
2015-07-04,1169.1,268.9,181.2,190.3,1178.7
2015-07-05,1169.1,268.9,181.2,190.3,1178.7
2015-07-06,1170.3,267.3,181.0,188.0,1158.6
2015-07-07,1155.3,270.0,181.3,187.0,1146.1
2015-07-08,1158.3,266.9,180.6,184.7,1134.5
2015-07-09,1159.4,268.5,180.7,185.5,1144.8
2015-07-10,1163.7,269.4,180.6,188.5,1159.0
2015-07-11,1163.7,269.4,180.6,188.5,1159.0
2015-07-12,1163.7,269.4,180.6,188.5,1159.0
2015-07-13,1158.0,273.3,181.7,190.7,1159.5
2015-07-14,1156.1,274.3,181.9,191.1,1164.4
2015-07-15,1149.5,275.3,182.6,190.5,1159.1
2015-07-16,1145.4,277.7,183.2,193.1,1159.6
2015-07-17,1134.1,278.4,183.6,194.0,1150.6
2015-07-18,1134.1,278.4,183.6,194.0,1150.6
2015-07-19,1134.1,278.4,183.6,194.0,1150.6
2015-07-20,1096.5,278.1,183.7,193.8,1144.1
2015-07-21,1101.3,277.3,183.3,193.9,1143.8
2015-07-22,1094.2,277.2,182.9,192.8,1129.7
2015-07-23,1090.7,274.7,182.4,193.5,1131.8
2015-07-24,1099.1,274.1,182.3,192.8,1117.4
2015-07-25,1099.1,274.1,182.3,192.8,1117.4
2015-07-26,1099.1,274.1,182.3,192.8,1117.4
2015-07-27,1094.0,273.1,181.0,190.9,1098.0
2015-07-28,1095.5,273.6,181.1,191.8,1114.8
2015-07-29,1096.9,274.1,181.4,192.6,1133.5
2015-07-30,1088.8,275.0,182.1,193.6,1136.9
2015-07-31,1095.8,275.5,181.7,193.4,1132.1
2015-08-01,1095.8,275.5,181.7,193.4,1132.1
2015-08-02,1095.8,275.5,181.7,193.4,1132.1
2015-08-03,1086.8,276.4,182.4,191.4,1119.7
2015-08-04,1087.7,277.2,182.4,190.6,1115.3
2015-08-05,1085.0,278.0,182.8,192.0,1119.4
2015-08-06,1089.6,276.4,182.6,189.2,1119.0
2015-08-07,1094.2,276.6,182.5,188.6,1118.2
2015-08-08,1094.2,276.6,182.5,188.6,1118.2
2015-08-09,1094.2,276.6,182.5,188.6,1118.2
2015-08-10,1104.5,277.0,182.2,192.3,1130.5
2015-08-11,1109.0,275.9,181.6,188.2,1129.4
2015-08-12,1124.5,274.4,180.5,187.0,1139.0
2015-08-13,1115.1,275.6,180.7,187.3,1132.5
2015-08-14,1115.1,277.6,180.6,187.3,1126.5
2015-08-15,1115.1,277.6,180.6,187.3,1126.5
2015-08-16,1115.1,277.6,180.6,187.3,1126.5
2015-08-17,1117.7,278.2,180.8,188.8,1125.3
2015-08-18,1117.7,279.4,181.1,187.7,1117.2
2015-08-19,1133.9,278.2,180.7,185.2,1096.0
2015-08-20,1152.2,275.0,179.7,179.2,1079.8
2015-08-21,1160.8,269.9,178.5,173.2,1058.1
2015-08-22,1160.8,269.9,178.5,173.2,1058.1
2015-08-23,1160.8,269.9,178.5,173.2,1058.1
2015-08-24,1155.1,253.9,175.1,165.5,1014.4
2015-08-25,1140.5,253.2,175.9,165.6,1016.8
2015-08-26,1125.3,252.1,176.1,169.0,1029.9
2015-08-27,1125.0,254.8,176.6,171.6,1056.9
2015-08-28,1133.6,255.3,176.9,172.1,1067.3
2015-08-29,1133.6,255.3,176.9,172.1,1067.3
2015-08-30,1133.6,255.3,176.9,172.1,1067.3
2015-08-31,1134.9,254.2,176.9,172.1,1067.3
2015-09-01,1140.3,251.3,176.5,168.6,1056.2
2015-09-02,1134.1,251.4,176.5,170.0,1054.8
2015-09-03,1125.5,252.3,176.9,170.3,1058.3
2015-09-04,1121.9,250.8,176.8,168.9,1047.4
2015-09-05,1121.9,250.8,176.8,168.9,1047.4
2015-09-06,1121.9,250.8,176.8,168.9,1047.4
2015-09-07,1119.4,250.5,176.6,168.9,1047.4
2015-09-08,1121.6,251.3,176.9,170.9,1054.4
2015-09-09,1107.9,252.1,177.3,170.6,1058.1
2015-09-10,1110.8,251.3,176.9,170.8,1053.3
2015-09-11,1108.0,251.8,176.7,170.8,1047.8
2015-09-12,1108.0,251.8,176.7,170.8,1047.8
2015-09-13,1108.0,251.8,176.7,170.8,1047.8
2015-09-14,1109.1,252.4,176.6,170.4,1045.6
2015-09-15,1105.4,252.2,176.6,171.3,1049.6
2015-09-16,1119.5,253.1,176.7,172.3,1061.2
2015-09-17,1131.5,253.9,176.8,172.0,1060.7
2015-09-18,1139.2,254.1,176.4,171.2,1052.5
2015-09-19,1139.2,254.1,176.4,171.2,1052.5
2015-09-20,1139.2,254.1,176.4,171.2,1052.5
2015-09-21,1133.4,254.7,176.7,171.1,1050.7
2015-09-22,1124.8,254.0,176.5,169.9,1043.3
2015-09-23,1130.3,253.7,176.3,169.8,1038.7
2015-09-24,1154.0,253.1,175.9,169.6,1035.8
2015-09-25,1146.2,254.8,176.3,169.7,1038.8
2015-09-26,1146.2,254.8,176.3,169.7,1038.8
2015-09-27,1146.2,254.8,176.3,169.7,1038.8
2015-09-28,1132.0,253.7,175.9,169.7,1025.5
2015-09-29,1127.4,252.6,175.1,169.7,1022.2
2015-09-30,1115.1,254.7,175.4,169.3,1036.8
2015-10-01,1113.6,255.8,175.5,169.4,1043.3
2015-10-02,1138.6,255.8,175.1,171.5,1060.1
2015-10-03,1138.6,255.8,175.1,171.5,1060.1
2015-10-04,1138.6,255.8,175.1,171.5,1060.1
2015-10-05,1135.8,258.9,175.9,174.4,1076.7
2015-10-06,1147.2,259.2,176.4,174.7,1089.1
2015-10-07,1145.5,259.7,176.6,175.5,1107.6
2015-10-08,1139.0,260.2,176.8,176.6,1110.2
2015-10-09,1156.5,260.7,176.8,176.6,1113.3
2015-10-10,1156.5,260.7,176.8,176.6,1113.3
2015-10-11,1156.5,260.7,176.8,176.6,1113.3
2015-10-12,1163.9,260.9,176.9,177.1,1110.6
2015-10-13,1168.8,260.1,176.7,176.5,1104.1
2015-10-14,1184.1,259.2,176.5,176.1,1106.1
2015-10-15,1183.1,260.3,176.7,177.9,1111.4
2015-10-16,1177.3,261.8,176.9,178.6,1113.2
2015-10-17,1177.3,261.8,176.9,178.6,1113.2
2015-10-18,1177.3,261.8,176.9,178.6,1113.2
2015-10-19,1170.8,262.8,177.1,178.9,1105.6
2015-10-20,1176.0,262.9,177.1,178.5,1103.4
2015-10-21,1167.2,262.8,177.2,176.6,1103.3
2015-10-22,1166.1,264.1,177.7,179.3,1107.2
2015-10-23,1164.5,265.4,178.5,180.7,1103.0
2015-10-24,1164.5,265.4,178.5,180.7,1103.0
2015-10-25,1164.5,265.4,178.5,180.7,1103.0
2015-10-26,1163.0,264.8,178.5,180.8,1094.0
2015-10-27,1166.9,264.8,178.4,180.1,1085.2
2015-10-28,1156.1,265.2,178.4,181.2,1095.6
2015-10-29,1146.0,264.6,178.5,179.6,1095.7
2015-10-30,1142.1,263.9,178.2,180.0,1097.5
2015-10-31,1142.1,263.9,178.2,180.0,1097.5
2015-11-01,1142.1,263.9,178.2,180.0,1097.5
2015-11-02,1133.8,264.0,178.4,181.6,1101.4
2015-11-03,1117.8,263.8,178.7,181.6,1117.1
2015-11-04,1107.9,263.4,179.0,182.5,1115.3
2015-11-05,1103.9,263.3,179.1,181.5,1104.5
2015-11-06,1089.8,261.7,179.1,181.8,1095.3
2015-11-07,1089.8,261.7,179.1,181.8,1095.3
2015-11-08,1089.8,261.7,179.1,181.8,1095.3
2015-11-09,1092.3,258.4,178.8,180.1,1085.7
2015-11-10,1089.7,257.9,178.7,179.7,1082.0
2015-11-11,1086.3,259.0,178.6,179.3,1071.7
2015-11-12,1085.2,258.9,178.3,177.6,1054.7
2015-11-13,1083.9,257.7,178.0,175.1,1042.9
2015-11-14,1083.9,257.7,178.0,175.1,1042.9
2015-11-15,1083.9,257.7,178.0,175.1,1042.9
2015-11-16,1082.8,257.4,177.9,176.8,1053.8
2015-11-17,1070.3,259.2,178.4,177.3,1064.4
2015-11-18,1070.7,259.6,178.5,178.5,1070.9
2015-11-19,1082.2,261.0,178.7,179.4,1074.2
2015-11-20,1078.0,263.0,178.8,180.4,1067.5
2015-11-21,1078.0,263.0,178.8,180.4,1067.5
2015-11-22,1078.0,263.0,178.8,180.4,1067.5
2015-11-23,1069.2,263.2,178.8,180.4,1065.2
2015-11-24,1075.7,261.6,178.5,180.2,1075.1
2015-11-25,1071.1,262.2,178.9,180.4,1072.9
2015-11-26,1072.3,262.3,178.9,180.4,1072.9
2015-11-27,1057.5,262.8,179.1,180.6,1067.6
2015-11-28,1057.5,262.8,179.1,180.6,1067.6
2015-11-29,1057.5,262.8,179.1,180.6,1067.6
2015-11-30,1064.8,262.4,179.1,180.8,1071.3
2015-12-01,1069.3,264.1,179.2,181.7,1079.1
2015-12-02,1053.7,263.3,179.7,181.2,1068.5
2015-12-03,1062.1,259.2,178.1,179.7,1055.8
2015-12-04,1086.4,258.9,176.9,181.8,1044.7
2015-12-05,1086.4,258.9,176.9,181.8,1044.7
2015-12-06,1086.4,258.9,176.9,181.8,1044.7
2015-12-07,1071.3,260.1,177.7,181.0,1006.6
2015-12-08,1075.0,259.1,176.8,179.8,994.9
2015-12-09,1072.8,258.1,176.1,177.6,1008.9
2015-12-10,1071.6,256.8,175.8,177.6,1006.1
2015-12-11,1074.8,254.4,175.0,173.7,985.0
2015-12-12,1074.8,254.4,175.0,173.7,985.0
2015-12-13,1074.8,254.4,175.0,173.7,985.0
2015-12-14,1059.9,254.1,174.2,173.7,977.0
2015-12-15,1061.2,256.0,174.2,175.4,987.5
2015-12-16,1072.3,259.1,174.8,177.3,990.9
2015-12-17,1051.1,260.7,175.6,175.6,980.0
2015-12-18,1066.3,259.3,175.1,172.9,972.4
2015-12-19,1066.3,259.3,175.1,172.9,972.4
2015-12-20,1066.3,259.3,175.1,172.9,972.4
2015-12-21,1078.4,258.2,174.7,173.5,969.6
2015-12-22,1072.4,258.3,174.4,174.9,975.8
2015-12-23,1070.5,260.1,175.0,174.9,1000.0
2015-12-24,1076.1,259.9,175.0,174.9,1003.3
2015-12-25,1076.1,259.9,175.0,174.9,1003.3
2015-12-26,1076.1,259.9,175.0,174.9,1003.3
2015-12-27,1076.1,259.9,175.0,174.9,1003.3
2015-12-28,1069.1,259.9,175.0,174.9,1003.3
2015-12-29,1069.1,262.8,175.5,177.9,996.0
2015-12-30,1061.4,262.6,175.5,176.5,990.4
2015-12-31,1061.1,261.5,175.5,176.5,989.5
2016-01-01,1061.1,261.5,175.5,176.5,989.5
2016-01-02,1061.1,261.5,175.5,176.5,989.5
2016-01-03,1061.1,261.5,175.5,176.5,989.5
2016-01-04,1074.6,258.8,175.1,171.6,984.6
2016-01-05,1077.7,259.7,175.3,171.4,983.4
2016-01-06,1093.7,259.6,175.2,171.4,970.3
2016-01-07,1109.0,256.5,174.5,165.5,956.4
2016-01-08,1104.2,253.9,174.3,164.5,951.1
2016-01-09,1104.2,253.9,174.3,164.5,951.1
2016-01-10,1104.2,253.9,174.3,164.5,951.1
2016-01-11,1094.2,253.1,173.9,164.5,941.2
2016-01-12,1086.6,252.7,174.1,164.9,935.9
2016-01-13,1093.6,252.1,174.1,162.8,933.7
2016-01-14,1078.4,250.1,173.0,163.8,951.0
2016-01-15,1088.9,247.2,172.4,160.7,936.1
2016-01-16,1088.9,247.2,172.4,160.7,936.1
2016-01-17,1088.9,247.2,172.4,160.7,936.1
2016-01-18,1089.7,246.8,172.1,160.7,936.1
2016-01-19,1087.4,247.8,172.2,161.0,933.6
2016-01-20,1100.9,243.4,171.3,159.7,916.8
2016-01-21,1101.2,242.0,171.0,160.1,926.6
2016-01-22,1098.0,246.4,171.9,162.0,951.4
2016-01-23,1098.0,246.4,171.9,162.0,951.4
2016-01-24,1098.0,246.4,171.9,162.0,951.4
2016-01-25,1107.9,247.4,172.3,161.1,943.3
2016-01-26,1119.9,247.8,172.1,161.9,949.3
2016-01-27,1125.0,247.9,172.3,160.6,951.2
2016-01-28,1115.3,246.7,172.3,160.5,960.5
2016-01-29,1118.2,249.2,172.9,162.4,967.2
2016-01-30,1118.2,249.2,172.9,162.4,967.2
2016-01-31,1118.2,249.2,172.9,162.4,967.2
2016-02-01,1128.4,250.6,173.0,162.8,962.5
2016-02-02,1129.0,249.2,172.6,160.6,952.3
2016-02-03,1142.6,248.9,171.9,160.7,956.0
2016-02-04,1155.6,248.8,171.2,160.7,965.4
2016-02-05,1173.4,247.3,171.4,160.7,963.6
2016-02-06,1173.4,247.3,171.4,160.7,963.6
2016-02-07,1173.4,247.3,171.4,160.7,963.6
2016-02-08,1189.2,243.9,170.5,160.7,954.1
2016-02-09,1189.1,240.9,169.4,160.7,950.2
2016-02-10,1197.1,241.7,169.4,160.7,949.5
2016-02-11,1246.7,240.0,168.7,160.7,943.3
2016-02-12,1238.0,239.8,168.4,160.7,952.7
2016-02-13,1238.0,239.8,168.4,160.7,952.7
2016-02-14,1238.0,239.8,168.4,160.7,952.7
2016-02-15,1209.3,240.7,169.0,160.7,952.7
2016-02-16,1200.4,243.0,169.5,159.7,962.0
2016-02-17,1208.5,244.1,170.1,161.5,969.1
2016-02-18,1230.9,245.1,170.6,161.9,970.4
2016-02-19,1226.8,245.7,170.6,162.2,968.1
2016-02-20,1226.8,245.7,170.6,162.2,968.1
